"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"3303","6312-87-4","O=C(Nc2ccc(Oc1ccccc1)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3304","87625-62-5","O=C3C(C)CC4(OC1OC(CO)C(O)C(O)C1(O))(C=C(C)C2(CC2)C(O)(C)C34)","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3305","7144-65-2","O(c1ccccc1c2ccccc2)CC3OC3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3306","77109-49-0","O=C(OC)C(NC(=O)C)CSCCBr","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3307","78400-41-6","c1ccc4c(c1)c3cc2ccc(c6c2c(c3C5NC45)CC6)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3308","926-06-7","O=S(=O)(OC(C)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3309","28553-12-0","O=C(OCCCCCCC(C)C)c1ccccc1(C(=O)OCCCCCCC(C)C)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3310","17455-13-9","O1CCOCCOCCOCCOCCOCC1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3311","99-97-8","c1cc(ccc1N(C)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3312","5579-05-5","O=C(Oc1ccc(cc1)c2ccccc2)NC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3313","60032-80-6","c1ccc6c(c1)cc3c2ccccc2c4c3c6(cc5c4CCCC5)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3314","4176-53-8","Nc3cccc2c3(ccc1ccccc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3315","68252-19-7","OC(c1ncccc1)(c2ccccc2)CCCN3C(C)CCCC3C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3318","620-88-2","O=[N+]([O-])c2ccc(Oc1ccccc1)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3319","133591-38-5","O=[N+]([O-])c1ccc2[nH]c3c(ccc(c3(c2(c1)))C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3320","39179-91-4","c1cc(ccc1NCCCl)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3321","6610-08-8","O=Nc1ccc2ccccc2(c1)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3323","147293-14-9","n2ccc3ccc1c(nc(N)n1C)c3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3324","56-55-3","c3ccc4cc2c(ccc1ccccc12)cc4(c3)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3325","13114-72-2","O=C(NC)N(c1ccccc1)c2ccccc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3326","50-18-0","O=P1(OCCCN1)N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3327","142-62-1","O=C(O)CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3328","20562-02-1","OCC9OC(OC8C(O)C(OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C8(OC7OC(C)C(O)C(O)C7(O)))CO)C(O)C(O)C9(O)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3329","301-13-3","O(CC(CC)CCCC)P(OCC(CC)CCCC)OCC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3330","28149-15-7","O=[N+]([O-])c2ccc3c1ccccc1C(O)c3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3331","76919-33-0","n3cc2cc(OCC1OC1)ccc2s3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3332","59-31-4","Oc1nc2ccccc2(cc1)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3333","106671-90-3","O=Nc2c(nc1n2(ccs1))c3ccc(cc3)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3334","129-00-0","c1cc2ccc3cccc4ccc(c1)c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3336","6098-44-8","O=C(ON(c2ccc3c1ccccc1Cc3(c2))C(=O)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3339","873-75-6","OCc1ccc(cc1)Br","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3340","109-06-8","n1ccccc1C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3341","13379-35-6","O=C1c3cc(OC)ccc3(Oc2cc(OC)cc(O)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3342","481-39-0","O=C1C=CC(=O)c2c(O)cccc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3343","1447-88-7","O=C1C=C(Oc2cc(O)c(OC)c(O)c12)c3ccc(O)cc3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3344","2589-39-1","O=C1c3ccccc3(C(=O)c2c(O)c(cc(O)c12)C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3345","79-44-7","O=C(N(C)C)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3346","3544-23-8","N(=Nc1ccc(N)c(OC)c1)c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3347","6452-71-7","OC(COc1ccccc1(OCC=C))CNC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3349","36840-85-4","O=C(OCCCCCOC(=O)C=C)C=C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3350","67910-07-0","O=CC2=CC=C1C2(=COC=C1COC(=O)CC(C)C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3351","17526-33-9","O=C(OCc3c4ccccc4(cc2ccc1ccccc1c23))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3352","57-71-6","O=C(C(=NO)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3353","97-52-9","O=[N+]([O-])c1ccc(N)c(OC)c1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3355","41340-19-6","O=C(O)CC3(OCCc2c1ccccc1n(c23)C)CC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3356","60-51-5","O=C(NC)CSP(OC)(OC)=S","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3357","65847-03-2","Oc3c2nc1occc1c(OC)c2c(c4OCOc34)CC=C(C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3358","611-22-3","ONc1ccccc1C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3359","357-57-3","O=C2N6c1cc(OC)c(OC)cc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3361","78448-08-5","Oc4ccc5ccc3[nH]c2ccc1ccccc1c2c3c5(c4)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3362","13284-42-9","N#CC=CCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3363","110-26-9","O=C(C=C)NCNC(=O)C=C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3383","98-87-3","c1ccc(cc1)C(Cl)Cl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3385","7297-53-2","O=[N+]([O-])c2ccc(C=Cc1cccc(c1)Cl)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3386","106323-85-7","O=[N+]([O-])c2ccc(c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3388","924-16-3","O=NN(CCCC)CCCC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3364","100-29-8","O=[N+]([O-])c1ccc(OCC)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3365","5306-96-7","Nc1ccc(N)c(c1C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3366","64092-10-0","O=C(c1ccc(O)c(c1)CO)CN(Cc2ccccc2)C(C)(C)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3367","6638-64-8","O=C2Oc1cc(ccc1c3ccccc23)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3368","146795-40-6","O=C(Nc1ccccc1Cl)c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3369","134514-27-5","O=[N+]([O-])c1cc(N)c(F)cc1(N)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3371","35282-72-5","N(=Nc1cccc(c1)CCl)c2ccc(cc2)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3372","111712-50-6","CC(C(CCl)Br)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3373","97284-34-9","Oc1ncc2ccc3cccc4ccc1c2c34","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3374","140695-21-2","O=S(=O)(N=C(NCCSCc1oc(cc1)CNC)NCC(O)c2ccc(O)cc2)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3375","671-16-9","O=C(NC(C)C)c1ccc(cc1)CNNC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3376","146177-57-3","n1ccnc2c1c3nc(N)n(c3(cc2C))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3377","7258-52-8","c1ccc3c(c1)ccc2ccc4c(c23)CCC4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3378","87633-43-0","O(C)CC4C=C3c1cccc2c1c(cn2C)CC3N(C)C4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3379","29128-23-2","O=[N+]([O-])c2cc(c(c1ccccc1)c(c2)[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3380","260-94-6","n1c3ccccc3(cc2ccccc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3381","74011-58-8","O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CCNCC3)CC","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3382","58337-49-8","O=C(O)C(NC(=O)C)CSCCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3389","14308-65-7","O=C(C=Cc1oc(cc1)[N+](=O)[O-])NC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3390","111-42-2","OCCNCCO","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3391","51264-14-3","O=S(=O)(Nc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3392","111380-08-6","O=Nc1c(ncn1C)c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3394","138835-36-6","O=[N+]([O-])c1ccc2ccc4c5ccccc5(nc3ccc1c2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3395","76-38-0","FC(F)(OC)C(Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3396","39653-72-0","N#CC1=Cc3cccc2cccc1c23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3397","773-76-2","Oc2c1ncccc1c(cc2Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3398","110-62-3","O=CCCCC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3399","23043-62-1","n2c1ccccc1c(N)c3cc(N)ccc23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3400","100-65-2","ONc1ccccc1","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3402","191-30-0","c1ccc3c(c1)cc4ccc5cccc6c2ccccc2c3c4c56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3403","14901-07-6","O=C(C=CC1=C(C)CCCC1(C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3404","97461-38-6","O=C(OC(C)CC)C=Cc1oc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3405","1300-72-7","O=S(=O)(O)c1ccc(c(c1)C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3406","54340-62-4","OC(c2oc1c(cccc1CC)c2)CNC(C)(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3407","7149-26-0","O=C(OC(C=C)(C)CCC=C(C)C)c1ccccc1(N)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3408","1767-28-8","O=[N+]([O-])c1ccc2ccc4c(O)ccc3ccc1c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3409","91085-62-0","c1ccc(cc1)CSC(=CCl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3410","67028-20-0","n3c2c(ccc1ccccc12)cc4cccc(c34)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3412","49852-84-8","c1ccc5c(c1)c2ccc3cccc4ccc(c2c34)c5CCl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3413","486-66-8","O=C1C(=COc2cc(O)ccc12)c3ccc(O)cc3","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3415","71382-49-5","c1ccc4c(c1)ccc3cc5c2ccccc2C6NC6(c5(cc34))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3416","57-41-0","O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3417","84-75-3","O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3418","33757-42-5","O=C(Nc2cccc1cccnc12)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3420","19900-72-2","Nc1cc(c(c(c1)CC)Cc2c(cc(N)cc2CC)C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3421","107-16-4","N#CCO","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3422","123-54-6","O=C(C)CC(=O)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3423","10184-51-7","O=[N+]1C(N)=C2N=CN(C2(=NC1))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3424","53175-28-3","O=CC(=CC)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3425","87-51-4","O=C(O)Cc2c[nH]c1ccccc12","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3426","2609-46-3","O=C(NC(=N)N)c1nc(c(nc1(N))N)Cl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3427","2735-04-8","O(c1ccc(N)c(OC)c1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3429","6223-35-4","O=S(=O)(O)C=2C=C(C1=CC(=CC=C(C1=2)C)C(C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3430","81-14-1","O=C(c1c(c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3431","51775-36-1","C2C1C(C(C(CCl)(C1(CCl)(CCl))C2(Cl)Cl)Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3432","634-66-2","c1cc(c(c(c1Cl)Cl)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3434","90-05-1","Oc1ccccc1(OC)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3438","36239-01-7","O=C(OCN([N+](=O)[O-])C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3439","594-72-9","O=[N+]([O-])C(C)(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3440","137-26-8","C(N(C)C)(=S)SSC(N(C)C)=S","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3442","1732-23-6","Nc1cc2ccc3cccc4ccc(c1)c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3443","1135-14-4","Nc1ccc(cc1)Sc2ccccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3444","501-52-0","O=C(O)CCc1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3445","64625-66-7","OC5c3ccc2c(cc1ccccc1c2C)c3C4OC4C5(O)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3446","92569-05-6","O=C1N(C(=O)C(Cl)Cl)CCN1c2ncc([N+](=O)[O-])s2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3447","115-53-7","O=C3C(OC)=CC4C2N(C)CCC4(c1c(O)c(OC)ccc1C2)(C3)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3448","131-91-9","O=Nc2c(O)ccc1ccccc12","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3450","3811-71-0","O=C(O)c5cc(N=Nc1ccc(cc1)c4ccc(N=Nc3cc(N=Nc2ccc(cc2)S(=O)(=O)O)c(N)cc3(N))cc4)ccc5(O)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3452","304-21-2","N3=C(c2[nH]c1cc(OC)ccc1c2CC3)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3453","85-91-6","O=C(OC)c1ccccc1(NC)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3454","107210-40-2","O=[N+]([O-])c3ccc(c2nc1ccccc1c(NCCCN(C)C)c23)N(CCO)CCO","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3456","146795-29-1","O=C(Nc1ccc(cc1)C)c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3457","53-19-0","c1ccc(c(c1)C(c2ccc(cc2)Cl)C(Cl)Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3458","3787-28-8","O=CC(=C(Cl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3459","524-15-2","n2c1occc1c(OC)c3cccc(OC)c23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3460","65176-75-2","O=C1c5c(O)cc(OC)c(OC)c5(Oc3c1c(OC)cc2OC4OC=CC4(c23))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3461","104-76-7","OCC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3462","20983-67-9","O=[N+]([O-])c1ccc(cc1)Nc2ccc(cc2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3464","26289-39-4","O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3465","78-70-6","OC(C=C)(C)CCC=C(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3467","145439-03-8","O=NN(C(=O)c1c(ncn1C)NC)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3468","1576-67-6","c2cc1ccc(cc1c3cc(ccc23)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3469","110004-69-8","[N-]=[N+]=Nc4ccc3c(nc1c(cccc1C)c3(Nc2ccc(cc2(OC))NS(=O)(=O)C))c4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3470","5344-87-6","O=C(Nc1ccccc1)C(C(C)(C)C)Br","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3471","138-42-1","O=[N+]([O-])c1ccc(cc1)S(=O)(=O)O","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3472","98-57-7","O=S(=O)(c1ccc(cc1)Cl)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3473","38914-97-5","n2c1ccccc1c(NCCCN(CC)CCCl)c3ccccc23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3474","64000-73-3","OC(C)CN(C1=NNC(=NN)C=C1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3475","2381-15-9","c1ccc3c(c1)ccc2cc4ccc(cc4(cc23))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3476","41340-25-4","O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3478","1955-45-9","O=C1OCC1(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3479","53609-64-6","O=NN(CC(O)C)CC(O)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3480","78-89-7","OCC(C)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3481","34798-80-6","O=C(C)C2(c1ccccc1)(CCNCC2)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3482","119631-00-4","N(=Nc1ccc(c(N)c1)C)c2ccc(c(N)c2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3483","97-77-8","C(N(CC)CC)(=S)SSC(N(CC)CC)=S","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3484","90-41-5","Nc1ccccc1c2ccccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3486","632-21-3","O=C(C(Cl)Cl)C(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3487","298-81-7","O=C1Oc2c(OC)c3occc3(cc2(C=C1))","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3488","98600-98-7","OC3C=Cc2c1cc4ccccc4(cc1c(cc2C3(O))C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3489","150-13-0","O=C(O)c1ccc(N)cc1","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3490","2243-61-0","Nc1ccc(N)c2ccccc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3491","22071-15-4","O=C(O)C(c1cccc(c1)C(=O)c2ccccc2)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3493","120388-69-4","O=Nc1ccc2ccc4c5ccccc5(cc3ccc1c2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3494","114480-41-0","O=C(Nc2nc1c3cccnc3(cc(c1n2C)C))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3495","80-70-6","N=C(N(C)C)N(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3496","80734-02-7","O=C1OC(=C(O1)COC(=O)C4N3C(=O)C(NC(=O)C(N)c2ccccc2)C3SC4(C)(C))C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3497","6317-18-6","N#CSCSC#N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3498","50-79-3","O=C(O)c1cc(ccc1Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3499","581-50-0","n1cccc(c1)c2ncccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3501","103-11-7","O=C(OCC(CC)CCCC)C=C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3502","59230-81-8","c1ccc2c(c1)ccc4c2c(c3ccccc3c4C)CBr","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3503","124-04-9","O=C(O)CCCCC(=O)O","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3506","5623-11-0","O=C(O)c1c(N)cccc1(NC(=O)C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3519","590-86-3","O=CCC(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3520","189-55-9","c1ccc3c(c1)cc4ccc5cc2ccccc2c6ccc3c4c56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3521","1488-25-1","O1C2C=CC=CC12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3522","1874-24-4","O=C(OC)C=Cc1oc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3523","41830-80-2","N=C1C=CC2=Nc3c(OC2(=C1))cc(N)c4ccccc34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3524","606-22-4","O=[N+]([O-])c1cccc(c1(N))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3507","4436-24-2","O1CC1Cc2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3508","57-11-4","O=C(O)CCCCCCCCCCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3509","119-64-2","c1ccc2c(c1)CCCC2","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"3510","4097-53-4","O=[N+]([O-])c1cc(cc(c1(O))[N+](=O)[O-])c2ccccc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3512","610-67-3","O=[N+]([O-])c1ccccc1(OCC)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3514","10540-29-1","O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"3516","33942-93-7","n2c4ccc(cc4(cc3ccc1ccccc1c23))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"3517","920-66-1","FC(F)(F)C(O)C(F)(F)F","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
